"","Group","Species","Longitude","Latitude"
"34","Small birds","Elaenia spectabilis",-47.5923,-22.4833
"35","Ungulates","Tapirus terrestris",-43.274492,-22.960809
"36","Small birds","Turdus rufiventris",-46.846797,-23.004015
"37","Small birds","Dacnis cayana",-46.846797,-23.004015
"38","Small birds","Tachyphonus coronatus",-46.846797,-23.004015
"39","Small birds","Tangara cayana",-46.846797,-23.004015
"40","Small birds","Leptotila verreauxi",-46.846797,-23.004015
"41","Small birds","Turdus leucomelas",-46.846797,-23.004015
"42","Small birds","Thraupis sayaca",-46.846797,-23.004015
"43","Small birds","Vireo olivaceus",-47.974033,-24.141417
"44","Large birds","Ramphastos dicolorus",-47.974033,-24.141417
"45","Small birds","Turdus amaurochalinus",-42.2805,-22.5532
"46","Small birds","Ramphocelus bresilius",-42.2805,-22.5532
"47","Small birds","Dacnis cayana",-42.2805,-22.5532
"48","Small birds","Tachyphonus cristatus",-42.2805,-22.5532
"49","Small birds","Myiarchus ferox",-42.2805,-22.5532
"50","Small birds","Coereba flaveola",-42.2805,-22.5532
"51","Small birds","Cnemotriccus fuscatus",-42.2805,-22.5532
"52","Large birds","Cacicus haemorrhous",-42.2805,-22.5532
"53","Small birds","Manacus manacus",-42.2805,-22.5532
"54","Small birds","Saltator maximus",-42.2805,-22.5532
"55","Small birds","Tyrannus melancholicus",-42.2805,-22.5532
"56","Small birds","Tangara mexicana",-42.2805,-22.5532
"57","Small birds","Mionectes oleagineus",-42.2805,-22.5532
"58","Small birds","Megarynchus pitangua",-42.2805,-22.5532
"59","Small birds","Pipra rubrocapilla",-42.2805,-22.5532
"60","Small birds","Myiozetetes similis",-42.2805,-22.5532
"61","Small birds","Pitangus sulphuratus",-42.2805,-22.5532
"62","Small birds","Hylophilus amaurocephalus",-42.88,-20.75
"63","Small birds","Megarynchus pitangua",-42.88,-20.75
"64","Small birds","Turdus rufiventris",-42.88,-20.75
"65","Small birds","Turdus albicollis",45.02,-23.52
"66","Small birds","Turdus amaurochalinus",45.02,-23.52
"67","Small birds","Ramphocelus bresilius",45.02,-23.52
"68","Small birds","Chiroxiphia caudata",45.02,-23.52
"69","Small birds","Dacnis cayana",45.02,-23.52
"70","Small birds","Picumnus cirratus",45.02,-23.52
"71","Small birds","Tachyphonus coronatus",45.02,-23.52
"72","Small birds","Myiarchus ferox",45.02,-23.52
"73","Small birds","Coereba flaveola",45.02,-23.52
"74","Small birds","Elaenia flavogaster",45.02,-23.52
"75","Small birds","Turdus leucomelas",45.02,-23.52
"76","Small birds","Myiodynastes maculatus",45.02,-23.52
"77","Small birds","Vireo olivaceus",45.02,-23.52
"78","Small birds","Thraupis palmarum",45.02,-23.52
"79","Small birds","Turdus rufiventris",45.02,-23.52
"80","Small birds","Thraupis sayaca",45.02,-23.52
"81","Small birds","Myiozetetes similis",45.02,-23.52
"82","Small birds","Saltator similis",45.02,-23.52
"83","Small birds","Leptotila verreauxi",45.02,-23.52
"84","Small birds","Dacnis cayana",-46.749949,-22.943263
"85","Small birds","Tangara cayana",-46.749949,-22.943263
"86","Small birds","Tachyphonus coronatus",-46.749949,-22.943263
"87","Small birds","Turdus leucomelas",-46.749949,-22.943263
"88","Small birds","Turdus rufiventris",-46.749949,-22.943263
"89","Small birds","Thraupis sayaca",-46.749949,-22.943263
"90","Small birds","Leptotila verreauxi",-46.749949,-22.943263
"91","Small birds","Turdus albicollis",-47.858,-25.1219
"92","Small birds","Schistochlamys ruficapillus",-43.881834,-21.70693
"93","Primates","Brachyteles hypoxanthus",-22.829167,-47.109167
"94","Small birds","Dacnis cayana",-49.842543,-28.829251
"95","Small birds","Dacnis cayana",-49.947635,-29.195221
"96","Small birds","Dacnis cayana",-41.979152,-20.444274
"97","Small birds","Turdus leucomelas",-46.543599,-23.674222
"98","Small birds","Leptopogon amaurocephalus",-47.9701,-15.9519
"99","Small birds","Dacnis cayana",-47.9701,-15.9519
"100","Small birds","Tangara cayana",-47.9701,-15.9519
"101","Small birds","Elaenia chiriquensis",-47.9701,-15.9519
"102","Small birds","Phyllomyias fasciatus",-47.9701,-15.9519
"103","Small birds","Elaenia flavogaster",-47.9701,-15.9519
"104","Small birds","Antilophia galeata",-47.9701,-15.9519
"105","Small birds","Hemithraupis guira",-47.9701,-15.9519
"106","Small birds","Turdus leucomelas",-47.9701,-15.9519
"107","Small birds","Myiodynastes maculatus",-47.9701,-15.9519
"108","Small birds","Saltator maximus",-47.9701,-15.9519
"109","Small birds","Elaenia mesoleuca",-47.9701,-15.9519
"110","Small birds","Vireo olivaceus",-47.9701,-15.9519
"111","Small birds","Thraupis palmarum",-47.9701,-15.9519
"112","Small birds","Mionectes rufiventris",-47.9701,-15.9519
"113","Small birds","Tachyphonus rufus",-47.9701,-15.9519
"114","Small birds","Thraupis sayaca",-47.9701,-15.9519
"115","Small birds","Saltator similis",-47.9701,-15.9519
"116","Small birds","Turdus subalaris",-47.9701,-15.9519
"117","Small birds","Empidonomus varius",-47.9701,-15.9519
"118","Small birds","Tersina viridis",-47.9701,-15.9519
"119","Small birds","Dacnis cayana",-48.406944,-24.265278
"120","Small birds","Vireo olivaceus",-48.406944,-24.265278
"121","Small birds","Orthogonys chloricterus",-48.406944,-24.265278
"122","Small birds","Tachyphonus coronatus",-48.406944,-24.265278
"123","Large birds","Cacicus haemorrhous",-48.406944,-24.265278
"124","Small birds","Thraupis sayaca",-48.406944,-24.265278
"125","Small birds","Tangara seledon",-48.406944,-24.265278
"126","Small birds","Dacnis cayana",-46.7213,-23.5468
"127","Small birds","Tangara cayana",-46.7213,-23.5468
"128","Small birds","Coereba flaveola",-46.7213,-23.5468
"129","Small birds","Elaenia flavogaster",-46.7213,-23.5468
"130","Small birds","Turdus leucomelas",-46.7213,-23.5468
"131","Small birds","Tyrannus melancholicus",-46.7213,-23.5468
"132","Small birds","Vireo olivaceus",-46.7213,-23.5468
"133","Small birds","Turdus rufiventris",-46.7213,-23.5468
"134","Small birds","Thraupis sayaca",-46.7213,-23.5468
"135","Small birds","Saltator similis",-46.7213,-23.5468
"136","Small birds","Thlypopsis sordida",-46.7213,-23.5468
"137","Small birds","Pitangus sulphuratus",-46.7213,-23.5468
"138","Small birds","Tangara desmaresti",-43.881834,-21.70693
"139","Primates","Brachyteles hypoxanthus",-39.029874,-15.19541
"140","Primates","Brachyteles hypoxanthus",-22.829167,-47.109167
"141","Primates","Brachyteles hypoxanthus",-48.27359,-24.308775
"142","Small birds","Turdus albicollis",-47.858,-25.1219
"143","Small birds","Ramphocelus bresilius",-42.2805,-22.5532
"144","Small birds","Dacnis cayana",-42.2805,-22.5532
"145","Small birds","Cyanerpes cyaneus",-42.2805,-22.5532
"146","Small birds","Vireo olivaceus",-42.2805,-22.5532
"147","Small birds","Elaenia cristata",-41.340833,-12.988333
"148","Small birds","Turdus albicollis",-48.406944,-24.265278
"149","Large birds","Baillonius bailloni",-48.406944,-24.265278
"150","Small birds","Chiroxiphia caudata",-48.406944,-24.265278
"151","Small birds","Tityra cayana",-48.406944,-24.265278
"152","Small birds","Tachyphonus coronatus",-48.406944,-24.265278
"153","Large birds","Carpornis cucullata",-48.406944,-24.265278
"154","Small birds","Turdus flavipes",-48.406944,-24.265278
"155","Large birds","Cacicus haemorrhous",-48.406944,-24.265278
"156","Small birds","Myiodynastes maculatus",-48.406944,-24.265278
"157","Small birds","Elaenia mesoleuca",-48.406944,-24.265278
"158","Small birds","Hylophilus poicilotis",-48.406944,-24.265278
"159","Small birds","Turdus rufiventris",-48.406944,-24.265278
"160","Large birds","Trogon rufus",-48.406944,-24.265278
"161","Small birds","Saltator similis",-48.406944,-24.265278
"162","Large birds","Trogon surrucura",-48.406944,-24.265278
"163","Large birds","Trogon viridis",-48.406944,-24.265278
"164","Large birds","Cacicus haemorrhous",-40.00333333,-19.76666667
"165","Small birds","Tangara cyanocephala",-48.27359,-24.308775
"166","Small birds","Tachyphonus coronatus",-48.27359,-24.308775
"167","Large birds","Aburria jacutinga",-48.27359,-24.308775
"168","Small birds","Chiroxiphia caudata",-42.88,-20.75
"169","Small birds","Turdus albicollis",-48.406944,-24.265278
"170","Small birds","Chiroxiphia caudata",-48.406944,-24.265278
"171","Small birds","Tityra cayana",-48.406944,-24.265278
"172","Small birds","Tachyphonus coronatus",-48.406944,-24.265278
"173","Large birds","Ramphastos dicolorus",-48.406944,-24.265278
"174","Small birds","Myiodynastes maculatus",-48.406944,-24.265278
"175","Large birds","Penelope obscura",-48.406944,-24.265278
"176","Small birds","Thraupis ornata",-48.406944,-24.265278
"177","Small birds","Habia rubica",-48.406944,-24.265278
"178","Small birds","Turdus rufiventris",-48.406944,-24.265278
"179","Small birds","Thraupis sayaca",-48.406944,-24.265278
"180","Large birds","Trogon surrucura",-48.406944,-24.265278
"181","Small birds","Turdus albicollis",-47.9701,-15.9519
"182","Small birds","Dacnis cayana",-47.9701,-15.9519
"183","Small birds","Tangara cayana",-47.9701,-15.9519
"184","Small birds","Elaenia cristata",-47.9701,-15.9519
"185","Large birds","Cyanocorax cristatellus",-47.9701,-15.9519
"186","Small birds","Coereba flaveola",-47.9701,-15.9519
"187","Small birds","Elaenia flavogaster",-47.9701,-15.9519
"188","Small birds","Antilophia galeata",-47.9701,-15.9519
"189","Small birds","Hemithraupis guira",-47.9701,-15.9519
"190","Small birds","Turdus leucomelas",-47.9701,-15.9519
"191","Small birds","Saltator maximus",-47.9701,-15.9519
"192","Large birds","Baryphthengus ruficapillus",-47.9701,-15.9519
"193","Small birds","Turdus rufiventris",-47.9701,-15.9519
"194","Small birds","Tachyphonus rufus",-47.9701,-15.9519
"195","Small birds","Saltator similis",-47.9701,-15.9519
"196","Small birds","Turdus subalaris",-47.9701,-15.9519
"197","Large birds","Penelope superciliaris",-47.9701,-15.9519
"198","Large birds","Ramphastos toco",-47.9701,-15.9519
"199","Small birds","Turdus albicollis",-48.406944,-24.265278
"200","Large birds","Baillonius bailloni",-48.406944,-24.265278
"201","Small birds","Chiroxiphia caudata",-48.406944,-24.265278
"202","Small birds","Orthogonys chloricterus",-48.406944,-24.265278
"203","Small birds","Turdus flavipes",-48.406944,-24.265278
"204","Large birds","Lipaugus lanioides",-48.406944,-24.265278
"205","Large birds","Selenidera maculirostris",-48.406944,-24.265278
"206","Large birds","Trogon viridis",-48.406944,-24.265278
"207","Small birds","Thraupis sayaca",-40.00333333,-19.76666667
"208","Bats","Artibeus",-48.406944,-24.265278
"209","Primates","Brachyteles hypoxanthus",-22.829167,-47.109167
"210","Ungulates","Tapirus terrestris",-43.274492,-22.960809
"211","Ungulates","Tayassu pecari",-49.550822,-22.292324
"212","Ungulates","Pecari tajacu",-49.550822,-22.292324
"213","Ungulates","Tapirus terrestris",-39.029874,-15.19541
"214","Carnivores","Cerdocyon thous",-48.406944,-24.265278
"215","Ungulates","Tapirus terrestris",-39.029874,-15.19541
"216","Primates","Brachyteles arachnoides",-47.316667,-20.525
"217","Large birds","Selenidera maculirostris",-47.858,-25.1219
"218","Large birds","Ramphastos vitellinus",-47.858,-25.1219
"219","Small birds","Elaenia",-46.7213,-23.5468
"220","Large birds","Aburria jacutinga",-48.406944,-24.265278
"221","Ungulates","Tayassu pecari",-49.550822,-22.292324
"222","Ungulates","Pecari tajacu",-49.550822,-22.292324
"223","Small birds","Elaenia cristata",-41.340833,-12.988333
"224","Small birds","Knipolegus nigerrimus",-41.340833,-12.988333
"225","Small birds","Schistochlamys ruficapillus",-41.340833,-12.988333
"226","Amphibians","Xenohyla truncata",-42.866667,-22.95
"227","Amphibians","Xenohyla truncata",-42.866667,-22.95
"228","Small birds","Euphonia pectoralis",-48.406944,-24.265278
"229","Marsupials","Didelphis aurita",-48.406944,-24.265278
"230","Marsupials","Philander frenatus",-48.406944,-24.265278
"231","Small birds","Mimus saturninus",-44.567911,-22.490203
"232","Small birds","Mimus saturninus",-47.062581,-22.909883
"233","Large birds","Ramphastos dicolorus",-46.633309,-23.55052
"234","Large birds","Ramphastos dicolorus",-46.633309,-23.55052
"235","Large birds","Ramphastos dicolorus",-45.424145,-23.62559
"236","Large birds","Ramphastos dicolorus",-46.564848,-23.689843
"237","Large birds","Ramphastos dicolorus",-48.781786,-27.685684
"238","Large birds","Ramphastos dicolorus",-46.633309,-23.55052
"239","Large birds","Ramphastos dicolorus",-46.633309,-23.55052
"240","Large birds","Ramphastos dicolorus",-46.633309,-23.55052
"241","Large birds","Ramphastos dicolorus",-49.26952,-26.825137
"242","Large birds","Ramphastos dicolorus",-46.633309,-23.55052
"243","Large birds","Ramphastos dicolorus",-45.355663,-23.779034
"244","Large birds","Ramphastos dicolorus",-46.564848,-23.689843
"245","Large birds","Ramphastos dicolorus",-46.185867,-23.521338
"246","Large birds","Ramphastos dicolorus",-46.633309,-23.55052
"247","Large birds","Ramphastos dicolorus",-45.424145,-23.62559
"248","Large birds","Ramphastos dicolorus",-45.424145,-23.62559
"249","Large birds","Ramphastos dicolorus",-45.424145,-23.62559
"250","Large birds","Ramphastos dicolorus",-45.424145,-23.62559
"251","Large birds","Ramphastos dicolorus",-45.185851,-22.606882
"252","Large birds","Ramphastos dicolorus",-48.846383,-26.304408
"253","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"254","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"255","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"256","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"257","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"258","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"259","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"260","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"261","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"262","Large birds","Ramphastos vitellinus",-48.829071,-25.482748
"263","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"264","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"265","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"266","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"267","Large birds","Ramphastos vitellinus",-43.172897,-22.906847
"268","Large birds","Pyroderus scutatus",-46.633309,-23.55052
"269","Large birds","Pyroderus scutatus",-46.633309,-23.55052
"270","Large birds","Pteroglossus aracari",-42.690053,-21.392882
"271","Large birds","Penelope superciliaris",-46.633309,-23.55052
"272","Small birds","Tangara cyanoptera",-48.658918,-26.07991
"273","Small birds","Turdus flavipes",-45.424145,-23.62559
"274","Small birds","Turdus flavipes",-45.424145,-23.62559
"275","Large birds","Penelope obscura",-46.543599,-23.674222
"276","Large birds","Ramphastos toco",-43.172897,-22.906847
"277","Large birds","Ramphastos toco",-43.172897,-22.906847
"278","Small birds","Turdus rufiventris",-46.633309,-23.55052
"279","Small birds","Thraupis episcopus",-43.172897,-22.906847
"280","Small birds","Thraupis palmarum",-48.759313,-25.278056
"281","Small birds","Thraupis palmarum",-43.172897,-22.906847
"282","Small birds","Thraupis palmarum",-43.172897,-22.906847
"283","Large birds","Ortalis guttata",-48.911142,-27.098205
"284","Small birds","Tangara cayana",-46.7213,-23.5468
"285","Small birds","Turdus rufiventris",-46.7213,-23.5468
"286","Small birds","Pitangus sulphuratus",-46.7213,-23.5468
"287","Bats","Artibeus lituratus",-45.066667,-23.55
"288","Primates","Callithrix jacchus",-45.066667,-23.55
"289","Rodents","Dasyprocta leporina",-45.066667,-23.55
"290","Carnivores","Nasua nasua",-45.066667,-23.55
"291","Primates","Sapajus nigritus",-45.066667,-23.55
"292","Ungulates","Tapirus terrestris",-45.066667,-23.55
"293","Rodents","Trinomys iheringi",-45.066667,-23.55
"294","Lizards","Salvator merianae",-45.066667,-23.55
"295","Ungulates","Tapirus terrestris",-39.029874,-15.19541
"296","Large birds","Celeus flavescens",-40.276822,-19.820534
"297","Rodents","Trinomys iheringi",-45.065,-23.539444
"298","Rodents","Dasyprocta leporina",-43.274492,-22.960809
"299","Rodents","Dasyprocta leporina",-43.274492,-22.960809
"300","Small birds","Stephanophorus diadematus",-48.406944,-24.265278
"301","Small birds","Turdus rufiventris",-48.406944,-24.265278
"302","Bats","Artibeus lituratus",-46.633309,-23.55052
"303","Large birds","Ramphastos dicolorus",-48.597586,-24.585208
"304","Primates","Brachyteles arachnoides",-40.55,-19.866667
"305","Bats","Sturnira lilium",-50.218856,-27.242339
"306","Ungulates","Tapirus terrestris",-43.274492,-22.960809
"307","Ungulates","Tapirus terrestris",-22.829167,-47.109167
"308","Large birds","Aburria jacutinga",-48.27359,-24.308775
"309","Large birds","Aburria jacutinga",-48.27359,-24.308775
"310","Primates","Brachyteles arachnoides",-46.866667,-23.183333
"311","Small birds","Pipra pipra",-40.00333333,-19.76666667
"312","Small birds","Pipra rubrocapilla",-40.00333333,-19.76666667
"313","Small birds","Elaenia flavogaster",-40.00333333,-19.76666667
"314","Small birds","Myiozetetes similis",-40.00333333,-19.76666667
"315","Small birds","Turdus fumigatus",-40.00333333,-19.76666667
"316","Ungulates","Sus scrofa",-47.565139,-22.414902
"317","Primates","Brachyteles hypoxanthus",-51.05,-23.266667
"318","Small birds","Schistochlamys ruficapillus",-43.881834,-21.70693
"319","Small birds","Pachyramphus validus",-47.1,-22.816667
"320","Small birds","Empidonomus varius",-47.1,-22.816667
"321","Small birds","Megarynchus pitangua",-47.1,-22.816667
"322","Small birds","Tyrannus savana",-47.1,-22.816667
"323","Small birds","Tyrannus melancholicus",-47.1,-22.816667
"324","Small birds","Saltator similis",-47.1,-22.816667
"325","Small birds","Chiroxiphia caudata",-47.1,-22.816667
"326","Small birds","Manacus manacus",-47.1,-22.816667
"327","Small birds","Pitangus sulphuratus",-47.1,-22.816667
"328","Small birds","Myiarchus ferox",-47.1,-22.816667
"329","Small birds","Turdus leucomelas",-47.1,-22.816667
"330","Small birds","Myiodynastes maculatus",-47.1,-22.816667
"331","Small birds","Vireo olivaceus",-47.1,-22.816667
"332","Large birds","Selenidera maculirostris",-48.27359,-24.308775
"333","Small birds","Saltator similis",-48.27359,-24.308775
"334","Large birds","Trogon rufus",-48.27359,-24.308775
"335","Small birds","Vireo olivaceus",-48.27359,-24.308775
"336","Small birds","Cissopis leverianus",-48.27359,-24.308775
"337","Large birds","Trogon surrucura",-48.27359,-24.308775
"338","Large birds","Carpornis cucullata",-48.27359,-24.308775
"339","Small birds","Schiffornis virescens",-48.27359,-24.308775
"340","Small birds","Myiarchus",-48.27359,-24.308775
"341","Small birds","Myiozetetes similis",-48.27359,-24.308775
"342","Large birds","Ramphastos dicolorus",-48.27359,-24.308775
"343","Small birds","Cyclarhis gujanensis",-48.27359,-24.308775
"344","Small birds","Tityra inquisitor",-48.27359,-24.308775
"345","Large birds","Baillonius bailloni",-48.27359,-24.308775
"346","Small birds","Megarynchus pitangua",-48.27359,-24.308775
"347","Small birds","Turdus rufiventris",-48.27359,-24.308775
"348","Small birds","Pipraeidea melanonota",-48.27359,-24.308775
"349","Small birds","Legatus leucophaius",-48.27359,-24.308775
"350","Small birds","Dacnis cayana",-48.27359,-24.308775
"351","Small birds","Saltator fuliginosus",-48.27359,-24.308775
"352","Small birds","Chiroxiphia caudata",-48.27359,-24.308775
"353","Small birds","Oxyruncus cristatus",-48.27359,-24.308775
"354","Small birds","Pitangus sulphuratus",-48.27359,-24.308775
"355","Small birds","Turdus albicollis",-48.27359,-24.308775
"356","Large birds","Cacicus haemorrhous",-48.27359,-24.308775
"357","Small birds","Turdus flavipes",-48.27359,-24.308775
"358","Small birds","Empidonomus varius",-48.27359,-24.308775
"359","Small birds","Mionectes rufiventris",-48.27359,-24.308775
"360","Large birds","Cacicus chrysopterus",-48.27359,-24.308775
"361","Small birds","Attila rufus",-48.27359,-24.308775
"362","Small birds","Attila phoenicurus",-48.27359,-24.308775
"363","Small birds","Myiodynastes maculatus",-48.27359,-24.308775
"364","Small birds","Melanerpes flavifrons",-48.27359,-24.308775
"365","Small birds","Tityra cayana",-48.27359,-24.308775
"366","Small birds","Pachyramphus validus",-48.27359,-24.308775
"367","Primates","Brachyteles arachnoides",-46.866667,-23.183333
"368","Large birds","Aburria jacutinga",-48.781786,-27.685684
"369","Large birds","Ramphastos dicolorus",-50.618019,-24.325159
"370","Small birds","Turdus albicollis",-47.858,-25.1219
"371","Large birds","Carpornis melanocephala",-47.858,-25.1219
"372","Large birds","Procnias nudicollis",-47.858,-25.1219
"373","Large birds","Pyroderus scutatus",-47.858,-25.1219
"374","Small birds","Chiroxiphia caudata",-47.103974,-22.823722
"375","Small birds","Dacnis cayana",-47.103974,-22.823722
"376","Small birds","Myiodynastes maculatus",-47.103974,-22.823722
"377","Small birds","Tyrannus melancholicus",-47.103974,-22.823722
"378","Small birds","Vireo olivaceus",-47.103974,-22.823722
"379","Small birds","Pitangus sulphuratus",-47.103974,-22.823722
"380","Small birds","Turdus albicollis",-47.9701,-15.9519
"381","Small birds","Thamnophilus caerulescens",-47.9701,-15.9519
"382","Small birds","Dacnis cayana",-47.9701,-15.9519
"383","Small birds","Tangara cayana",-47.9701,-15.9519
"384","Small birds","Myiarchus ferox",-47.9701,-15.9519
"385","Small birds","Coereba flaveola",-47.9701,-15.9519
"386","Small birds","Arremon flavirostris",-47.9701,-15.9519
"387","Small birds","Elaenia flavogaster",-47.9701,-15.9519
"388","Small birds","Catharus fuscescens",-47.9701,-15.9519
"389","Small birds","Antilophia galeata",-47.9701,-15.9519
"390","Small birds","Hemithraupis guira",-47.9701,-15.9519
"391","Small birds","Turdus leucomelas",-47.9701,-15.9519
"392","Small birds","Myiodynastes maculatus",-47.9701,-15.9519
"393","Small birds","Saltator maximus",-47.9701,-15.9519
"394","Small birds","Tyrannus melancholicus",-47.9701,-15.9519
"395","Small birds","Schistochlamys melanopis",-47.9701,-15.9519
"396","Small birds","Elaenia obscura",-47.9701,-15.9519
"397","Small birds","Vireo olivaceus",-47.9701,-15.9519
"398","Small birds","Megarynchus pitangua",-47.9701,-15.9519
"399","Large birds","Baryphthengus ruficapillus",-47.9701,-15.9519
"400","Small birds","Turdus rufiventris",-47.9701,-15.9519
"401","Small birds","Tachyphonus rufus",-47.9701,-15.9519
"402","Small birds","Tyrannus savana",-47.9701,-15.9519
"403","Small birds","Saltator similis",-47.9701,-15.9519
"404","Large birds","Penelope superciliaris",-47.9701,-15.9519
"405","Large birds","Trogon surrucura",-47.9701,-15.9519
"406","Small birds","Myiarchus swainsoni",-47.9701,-15.9519
"407","Small birds","Empidonomus varius",-47.9701,-15.9519
"408","Large birds","Ramphastos vitellinus",-47.9701,-15.9519
"409","Large birds","Cacicus haemorrhous",-48.406944,-24.265278
"410","Small birds","Guira guira",-43.683333,-22.766667
"411","Small birds","Turdus amaurochalinus",-43.935238,-19.924502
"412","Small birds","Turdus amaurochalinus",-47.51,-22.58
"413","Small birds","Ramphocelus carbo",-47.51,-22.58
"414","Small birds","Tangara cayana",-47.51,-22.58
"415","Small birds","Icterus cayanensis",-47.51,-22.58
"416","Small birds","Myiarchus ferox",-47.51,-22.58
"417","Small birds","Antilophia galeata",-47.51,-22.58
"418","Small birds","Turdus leucomelas",-47.51,-22.58
"419","Small birds","Nemosia pileata",-47.51,-22.58
"420","Small birds","Thraupis episcopus",-47.51,-22.58
"421","Small birds","Myiozetetes similis",-47.51,-22.58
"422","Small birds","Elaenia",-47.51,-22.58
"423","Small birds","Pitangus sulphuratus",-47.51,-22.58
"424","Bats","Artibeus lituratus",-51.184722,-23.391666
"425","Bats","Artibeus lituratus",-54.6075,-20.385556
"426","Bats","Artibeus jamaicensis",-52.021542,-25.252089
"427","Bats","Artibeus lituratus",-52.021542,-25.252089
"428","Bats","Artibeus jamaicensis",-50.218856,-27.242339
"429","Bats","Artibeus lituratus",-50.218856,-27.242339
"430","Bats","Artibeus jamaicensis",-46.633309,-23.55052
"431","Bats","Artibeus lituratus",-46.633309,-23.55052
"432","Ungulates","Tayassu pecari",-49.550822,-22.292324
"433","Ungulates","Pecari tajacu",-49.550822,-22.292324
"434","Small birds","Turdus albicollis",-47.858,-25.1219
"435","Small birds","Tangara preciosa",-51.168772,-28.225787
"436","Small birds","Elaenia",-51.168772,-28.225787
"437","Primates","Brachyteles arachnoides",-46.866667,-23.183333
"438","Primates","Brachyteles arachnoides",-39.029874,-15.19541
"439","Ungulates","Tapirus terrestris",-48.27359,-24.308775
"440","Large birds","Ramphastos dicolorus",-47.858,-25.1219
"441","Large birds","Selenidera maculirostris",-47.858,-25.1219
"442","Large birds","Ramphastos vitellinus",-47.858,-25.1219
"443","Marsupials","Philander frenatus",-48.406944,-24.265278
"444","Carnivores","Cerdocyon thous",-48.406944,-24.265278
"445","Primates","Brachyteles arachnoides",-55.78729,-20.467005
"446","Marsupials","Philander frenatus",-48.406944,-24.265278
"447","Large birds","Aburria jacutinga",-48.27359,-24.308775
"448","Primates","Brachyteles arachnoides",-46.866667,-23.183333
"449","Primates","Brachyteles arachnoides",-39.029874,-15.19541
"450","Large birds","Penelope obscura",-48.406944,-24.265278
"451","Large birds","Pyroderus scutatus",-48.406944,-24.265278
"452","Bats","Artibeus lituratus",-40.599707,-19.935676
"453","Bats","Anoura caudifer",-40.308863,-19.183423
"454","Bats","Artibeus jamaicensis",-40.308863,-19.183423
"455","Bats","Artibeus lituratus",-40.308863,-19.183423
"456","Bats","Carollia perspicillata",-40.308863,-19.183423
"457","Bats","Glossophaga soricina",-40.308863,-19.183423
"458","Bats","Phyllostomus hastatus",-40.308863,-19.183423
"459","Bats","Platyrrhinus lineatus",-40.308863,-19.183423
"460","Bats","Sturnira lilium",-40.308863,-19.183423
"461","Small birds","Dacnis cayana",-39.148418,-13.72539
"462","Small birds","Dacnis cayana",-46.03502,-23.412864
"463","Small birds","Mimus saturninus",-46.03502,-23.412864
